Word,Frequency
conflict,2
rush,2
collaborative,2
spirit,2
gradual,2
parliament,2
politicians,2
signed,2
mining,2
tinto,2
supplying,2
rtm,2
tasman,2
agreement,2
refuelled,2
corrosion,2
impacts,2
supertanker,2
minus,2
equally,2
uptake,2
earning,2
wide,2
traded,2
mainly,2
generating,2
carbon-neutral,2
opted,2
nyk,2
sas,2
returning,2
commodities,2
reviewed,2
climbed,2
lockdowns,2
particles,2
accelerated,2
bunkerama,2
surge,2
bunker’s,2
tensions,2
bank,2
highlight,2
equating,2
baf,2
stubbornly,2
nine,2
hole,2
predicts,2
changing,2
competitiveness,2
deployments,2
sums,2
swathe,2
steam,2
forcing,2
vlsfo-hsfo,2
giveans,2
incentivise,2
fuel-efficient,2
ideally,2
subscription,2
there’s,2
in-depth,2
headed,2
crunch,2
profiles,2
proving,2
ceos,2
glasgow,2
shaping,2
white,2
minister,2
receive,2
equates,2
ikea,2
unilever,2
brooks,2
frog,2
bikes,2
inditex,2
michelin,2
patagonia,2
tchibo,2
join,2
mepc,2
decisive,2
compatriot,2
industrial-scale,2
biolng,2
groups,2
marseille,2
partnership,2
aix-marseille-provence,2
totalenergies,2
so-called,2
conference,2
rodolphe,2
planet,2
causing,2
consume,2
consumer,2
perceived,2
capes,2
-foot,2
carries,2
strongest,2
machines,2
aggressive,2
powerful,2
stops,2
predictable,2
exciting,2
stations,2
lots,2
pollute,2
common,2
regulators,2
flag,2
appropriate,2
jointly,2
plant,2
responsible,2
shore,2
berth,2
noticed,2
policies,2
weather,2
economist,2
reacting,2
her,2
burnt,2
extracted,2
earth,2
negotiate,2
shares,2
placing,2
conversion,2
kilogram,2
gets,2
tiny,2
price-wise,2
arabian,2
future-proof,2
subsidiary,2
nitrogen,2
oxides,2
fine,2
tank-to-wake,2
advantages,2
domestic,2
vented,2
promoting,2
cgm’s,2
historic,2
profits,2
drewry’s,2
market-based,2
calculated,2
thereby,2
decides,2
-eq,2
curve,2
deck,2
pan,2
brazilian,2
miner,2
vale,2
vale’s,2
demonstrates,2
strive,2
shipbuilding,2
cssc,2
covers,2
ten,2
rankings,2
cosco,2
signing,2
concedes,2
expert,2
purpose,2
irr,2
variations,2
nonetheless,2
retrofits,2
challenged,2
rises,2
headline,2
keeps,2
draw,2
twice,2
naturally,2
aer,2
secure,2
funding,2
extends,2
loans,2
misc,2
favourable,2
yields,2
ce,2
delft,2
concludes,2
realise,2
keller,2
bid,2
members,2
newbuildings,2
intra-regional,2
pioneer,2
groundbreaking,2
developers,2
ramp,2
concept,2
execution,2
welcomed,2
chatterton,2
experience,2
round,2
lately,2
private,2
stephens,2
ambitions,2
onset,2
deemed,2
outlays,2
imply,2
band,2
seasonal,2
accounted,2
distillates,2
bbl,2
expectations,2
improvements,2
deepsea,2
emitted,2
ghgs,2
economy,2
plausible,2
pick,2
consequences,2
cells,2
depend,2
principles-compliant,2
eliminating,2
sox,2
health,2
trillion-dollar,2
temporary,2
pace,2
addressed,2
egcs,2
mitigate,2
sooner,2
insurance,2
evolving,2
pleased,2
corporate,2
sea-intelligence,2
topsy-turvy,2
closing,2
christian,2
co-founder,2
denmark-based,2
closely,2
began,2
tends,2
channoil,2
strength,2
crunching,2
investigated,2
scrubbing,2
lastly,2
focussed,2
accordingly,2
unsurprisingly,2
scheme,2
indicative,2
momentum,2
horizon,2
shipmanagers,2
bunkerplanner,2
analytical,2
adapt,2
calculating,2
slowly,2
predominant,2
relevant,2
tc,2
calculate,2
commenced,2
approval,2
officer,2
uniper,2
ued,2
formed,2
ued’s,2
mission,2
cleaner,2
enables,2
liebig,2
fitting,2
adopt,2
survive,2
asked,2
dirty,2
decommissioning,2
fines,2
well-coordinated,2
accounting,2
close-to-zero,2
marine-level,2
reliability,2
submarines,2
economical,2
passive,2
removal,2
engineering,2
mass-manufactured,2
pack,2
capex,2
triple-e,2
service-speed,2
catalysts,2
implement,2
super-low,2
unsuited,2
blow,2
usually,2
hurdle,2
fear,2
material,2
wrong,2
vlocs,2
unthinkable,2
game,2
changer,2
incremental,2
ernest,2
bankrupt,2
yusen,2
kaisha,2
commercialise,2
cassandra,2
higham,2
low-carbon,2
puzzle,2
reveal,2
explored,2
reasonably,2
impacted,2
raised,2
confident,2
ulsfo,2
sets,2
mind,2
concerning,2
encouraging,2
activities,2
bareboat,2
fremantle,2
anchorages,2
flexibility,2
ranks,2
suffer,2
negotiated,2
berglund,2
subject,2
hold,2
declined,2
constrained,2
clothing,2
box,2
alphaliner,2
intelligence,2
rendering,2
webinar,2
thought,2
suffered,2
anticipated,2
exacerbated,2
lock,2
apparent,2
vgo,2
pool,2
plenty,2
iceberg,2
sensible,2
termed,2
standing,2
alibra,2
unusual,2
experienced,2
peaked,2
opec,2
cuts,2
liked,2
predict,2
unheard,2
person,2
planned,2
axs,2
adams,2
spat,2
surrounding,2
sharp,2
pre-coronavirus,2
dominate,2
peaking,2
drastically,2
reworked,2
rob,2
aarvold,2
shortly,2
validation,2
revised,2
justification,2
incorporating,2
malta,2
remainder,2
scrapyards,2
downward,2
demo,2
allied,2
excessive,2
recycle,2
additionally,2
briefing,2
frew,2
scrapped,2
compounded,2
restrictions,2
yesterday’s,2
eca,2
zones,2
delays,2
kits,2
peers,2
aren’t,2
factories,2
arguably,2
stunning,2
firm’s,2
pocketing,2
fortunes,2
six-figure,2
sinokor,2
resales,2
opportunistic,2
boss,2
replied,2
prepare,2
generally,2
reflecting,2
paddy,2
founder,2
consistent,2
poll,2
vote,2
fee,2
hike,2
review,2
exceptional,2
specification,2
diffs,2
calorific,2
up-to-date,2
send,2
whatsapp,2
bot,2
sell,2
offered,2
record-low,2
valuations,2
explaining,2
contribute,2
optimistic,2
defective,2
shale,2
sludging,2
evidence,2
arms,2
leverage,2
dipping,2
nimble,2
occasionally,2
reacted,2
models,2
security,2
shifted,2
speculated,2
bump,2
indicated,2
kicks,2
slump,2
structure,2
contango,2
backwardation,2
hsfo-vlsfo,2
implied,2
stems,2
fell,2
knows,2
meant,2
sits,2
inventory,2
words,2
sitting,2
grew,2
panamaxes,2
deadweight,2
ownership,2
time-charter,2
sale,2
africa,2
securing,2
critics,2
koole,2
expand,2
producers,2
cockett,2
onshore,2
aftermath,2
ramifications,2
lubricants,2
outcomes,2
yunic,2
beaches,2
eve,2
speculating,2
bracing,2
scrap,2
expense,2
draws,2
end-,2
determinant,2
open-loop,2
msi’s,2
ex-wharf,2
nudging,1
swerving,1
acutely,1
quoted,1
incoming,1
intertek,1
lintec,1
tuesday,1
minimum,1
incidents,1
inter-relationships,1
suez,1
renewed,1
scrubbered,1
unscrubbered,1
earn,1
tce,1
noticeably,1
fears,1
plummeting,1
greeted,1
normally,1
adverse,1
singspore,1
rocketing,1
ever-wider,1
deltas,1
divergences,1
british,1
issuing,1
exceeded,1
rail,1
cylinder,1
wekk,1
turbo,1
charger,1
fouling,1
organic,1
background,1
spiralled,1
contributor,1
tightness,1
lanes,1
existence,1
hefty,1
nymex,1
reopening,1
delta,1
comfort,1
consuming,1
melting,1
earth’s,1
sian,1
aadvisor,1
advisor,1
answered,1
super,1
pollutant,1
frankenstein,1
beggars,1
belief,1
amidst,1
knowing,1
definitive,1
ask,1
seek,1
ipieca,1
iumi,1
ocimf,1
whom,1
consultative,1
concawe,1
jpec,1
co-authors,1
instability,1
relating,1
four-week,1
piraeus,1
miami,1
san,1
vincente,1
bee,1
i’ve,1
frequency,1
alarming,1
america’s,1
destination,1
amspec,1
lawyers,1
busy,1
beth,1
liability,1
recommended,1
charterparties,1
worded,1
provisions,1
clarify,1
sampling,1
procedures,1
owing,1
inspections,1
de-bunkering,1
scalp,1
india’s,1
indian,1
standstill,1
businessline,1
looming,1
shortage,1
tripartite,1
kandla,1
cochin,1
confirm,1
nations,1
hinted,1
philippines,1
beijing,1
tax,1
waiver,1
ningbo,1
trying,1
asia’s,1
reuters,1
storages,1
country’s,1
licensed,1
quota,1
incident,1
year-on,1
dnv’s,1
confirmed,1
prohibitively,1
boxship,1
lessor,1
mc-kinney,1
center,1
ammonia-powered,1
perpendiculars,1
breadth,1
incorporates,1
sports,1
non-pressurised,1
travel,1
endurance,1
sabre,1
demonstrating,1
projecting,1
tapped,1
sdari,1
specialist,1
provider,1
fullerton,1
hotel,1
kicking,1
proponent,1
complain,1
david,1
mixture,1
hybrids,1
you’ve,1
highlighting,1
pillars,1
susana,1
they’d,1
sharing,1
lacking,1
multi-fuel,1
everything,1
geographic,1
you’ll,1
you’re,1
fantastically,1
futuristic,1
discover,1
eleni,1
metis,1
cyberspace,1
envisions,1
connectivity,1
skilled,1
root,1
rajesh,1
shipmanager,1
efficiencies,1
behavioral,1
caterpillar,1
butterfly,1
behave,1
else,1
staff,1
wind-assisted,1
drag-reduction,1
floor,1
kris,1
columnist,1
materialise,1
pretty,1
swire’s,1
none,1
sort,1
monaco,1
yacht,1
club,1
i’ll,1
amend,1
proposing,1
battery-powered,1
oh,1
wondering,1
mountains,1
mice,1
quote,1
roman,1
poet,1
wittering,1
harilaos,1
psaraftis,1
refers,1
chambers,1
titled,1
pools,1
discusses,1
lloyds,1
ahti,1
suspect,1
gentle,1
reader,1
reactions,1
mine,1
bestir,1
fun,1
clever,1
folk,1
thank,1
differ,1
incidentally,1
stem,1
notice,1
everyday,1
stuff,1
reading,1
three-year-old,1
item,1
litres,1
hour,1
friends,1
trees,1
convenient,1
beach,1
steel,1
screw,1
steamships,1
expensively,1
palletisation,1
roll-on,1
roll-off,1
lighter,1
revolutions,1
intensive,1
confronting,1
walk,1
pat,1
breathe,1
man-made,1
dangerous,1
scared,1
video,1
awaited,1
emblazoned,1
ekmann,1
mega,1
care,1
extensive,1
soon-to-launch,1
design-related,1
progressing,1
succeeded,1
internally,1
ola,1
jakobsen,1
surged,1
pipeline,1
broad,1
count,1
tally,1
soared,1
thrilled,1
unveil,1
alltheway,1
pic,1
yard’s,1
books,1
benefitting,1
lower-than-expected,1
discouraged,1
editorials,1
misplaced,1
stopped,1
goes,1
race,1
wary,1
posterity,1
arena,1
traction,1
independently,1
ucome,1
delivered-onboard,1
binks,1
choose,1
rolling,1
platts,1
nicholas,1
ball,1
xfuel,1
credentials,1
tens,1
tentatively,1
best-case,1
timelines,1
obvious,1
arrives,1
infancy,1
side-step,1
emsa,1
valuable,1
mixing,1
xfuel’s,1
interchangeably,1
market-wide,1
raw,1
ingredient,1
biological,1
block,1
dictate,1
ecosystems,1
scaled,1
above-mentioned,1
unlocked,1
lignocellulose,1
plant-based,1
forestry,1
decompose,1
incinerated,1
conundrum,1
comparably,1
yet-to-be-built,1
re-building,1
convert,1
unlocks,1
inaccessible,1
dollart,1
bunkered,1
consisting,1
vlissingen,1
morgan’s,1
texas,1
eneos,1
eco-friendly,1
oils,1
origin,1
iscc,1
compiled,1
endures,1
debunkered,1
indicates,1
dispute,1
disputes,1
gaps,1
off-quantity,1
foothold,1
licensing,1
supplier’s,1
properly,1
offset,1
professional,1
registers,1
sound,1
chose,1
millions,1
scandals,1
week’s,1
conferemce,1
registering,1
electronically,1
notes,1
documents,1
digitally,1
blame,1
traced,1
pinnacle,1
unicious,1
khorfakkan,1
arab,1
emirates,1
shipped,1
tanjung,1
pelepas,1
ogci,1
initiated,1
two-year,1
three-phase,1
deltamarin,1
tno,1
investigate,1
deploying,1
ogci’s,1
hr,1
seven-member,1
mr,1
non-proprietary,1
processes,1
broadly,1
publicly,1
maximise,1
encourage,1
demonstration,1
involve,1
hours,1
retain,1
mid-term,1
sourcing,1
real-world,1
gcmd’s,1
christiaan,1
beukelaer,1
researcher,1
melbourne,1
tricky,1
tightrope,1
pursuit,1
christiaan’s,1
winds,1
abundantly,1
substitute,1
message,1
inaugural,1
wish,1
equation,1
syllabus,1
wmu,1
academics,1
mention,1
insufficient,1
interventions,1
decoupling,1
contrary,1
decreased,1
rebounded,1
millennia-old,1
priority,1
marginal,1
exhausted,1
mechanical,1
secondly,1
shore-based,1
nine-tenths,1
materials,1
solves,1
fourth,1
leakage,1
lungs,1
humans,1
potent,1
tackle,1
swapping,1
wmu’s,1
covered,1
awful,1
succinct,1
manner,1
baseline,1
bar,1
curb,1
obviously,1
elusive,1
helps,1
greenest,1
elephant,1
users,1
cargos,1
crux,1
rethinking,1
equitable,1
guarantees,1
hard-pressed,1
unctad,1
document,1
revision,1
boil,1
considerable,1
divided,1
slide,1
tied,1
healthy,1
strengthening,1
week-on-week,1
lists,1
thinned,1
five-year,1
brisk,1
younger,1
performing,1
faith,1
firming,1
joakim,1
oversees,1
cleaves,1
barstad,1
frontline,1
dubious,1
precise,1
calibration,1
tamper-proof,1
seals,1
coriolis,1
fluids,1
measured,1
computerised,1
exact,1
counter-parties,1
ambiguity,1
atmospheric,1
climatic,1
variables,1
manual,1
formulae,1
transaction,1
opacity,1
accuracy,1
corruption,1
malpractice,1
slops,1
temperatures,1
tampering,1
gauging,1
paperwork,1
skew,1
meter-equipped,1
turkish-built,1
operates,1
lindsey,1
immingham,1
belgium,1
zeebrugge,1
ever-changing,1
refueling,1
simultaneously,1
geert,1
boden,1
formerly,1
pasha,1
threatening,1
eclipse,1
surprised,1
bunkerex’s,1
expanded,1
one-off,1
marketing,1
purposes,1
releases,1
tie,1
anyways,1
non-committal,1
greenwashing,1
exercise,1
anyway,1
roar,1
adland,1
school,1
much-needed,1
russians,1
crack,1
contribution,1
in-kind,1
shape,1
curating,1
executing,1
complexities,1
addresses,1
safeguards,1
gcmd-led,1
ensures,1
applicability,1
apply,1
waivers,1
accordance,1
lowered,1
es’s,1
two-stroke,1
bottom-up,1
convening,1
like-minded,1
participate,1
altogether,1
participating,1
continents,1
pilots,1
forth,1
reside,1
optimise,1
lens,1
hydrotreated,1
vegetable,1
bunkertrace’s,1
dna,1
tracing,1
validate,1
authenticity,1
molecular,1
collected,1
traceability,1
application,1
travelling,1
tramp,1
environments,1
effort,1
leveraging,1
trialling,1
algae,1
third-generation,1
commence,1
characterised,1
promised,1
worked,1
stemming,1
opposite,1
cutting,1
sometimes,1
incentives,1
plug,1
digitalisation,1
combine,1
favourably,1
norsepower’s,1
tananger,1
norway,1
achieves,1
thrust,1
shaft,1
balances,1
peaks,1
pto,1
pti,1
tangible,1
simplifying,1
dry-dock,1
inundated,1
obtain,1
instant,1
quotes,1
integrated,1
works,1
real-time,1
shipyard,1
slots,1
impactful,1
suited,1
siloed,1
fruition,1
re-adjust,1
recognising,1
algorithms,1
antiquated,1
outdated,1
updating,1
incentivising,1
rewarding,1
guaranteeing,1
all-too-familiar,1
anomalies,1
clauses,1
counter-intuitive,1
optimising,1
relegated,1
holistic,1
rewrite,1
defining,1
co-operative,1
arrangements,1
firms,1
invoke,1
voted,1
extending,1
eu’s,1
polluters,1
nitrous,1
oxide,1
bloc,1
dialled,1
rhetoric,1
joe,1
biden,1
th,1
tinto’s,1
transatlantic,1
atlantic-pacific,1
longest-duration,1
canada’s,1
sept-,1
quebec,1
bp-manufactured,1
composed,1
anglo,1
analyse,1
degradation,1
microbial,1
portfolio,1
laure,1
baratgin,1
longer-duration,1
wide-scale,1
shipbroker,1
exchange’s,1
urgent,1
reflect,1
makeup,1
disappointing,1
wondered,1
gibson’s,1
database,1
-year-old,1
scrubber-equipped,1
earned,1
apart,1
internationally,1
sanctioned,1
venezuelan,1
notable,1
mainstream,1
evidently,1
exchange,1
description,1
begs,1
mused,1
rolled,1
secured,1
adam,1
nielsen,1
division,1
asserted,1
express,1
fuji,1
one’s,1
malacca,1
onwards,1
durban,1
town,1
brown,1
grease,1
bgme,1
shunning,1
raft,1
stymied,1
seafarer,1
killed,1
stranded,1
ukrainian,1
ministry,1
defense,1
inc,1
extraordinarily,1
announcing,1
fortnightly,1
political,1
unpredictable,1
fluctuations,1
surcharge,1
leapt,1
crossing,1
spiked,1
russia-ukraine,1
deescalation,1
city,1
outbreaks,1
criticism,1
alerted,1
spec,1
mitsui,1
osk,1
mol,1
victim,1
consecutive,1
knocked,1
hsfo-consuming,1
valemax,1
harmony,1
contaminants,1
aluminium,1
silicon,1
abrasive,1
wear,1
four-digit,1
gmt,1
bottoming,1
geopolitical,1
tonnne,1
persist,1
totalled,1
modestly,1
sky-high,1
compensate,1
floors,1
ubstantial,1
staying,1
climbing,1
prioritising,1
touching,1
prolonged,1
vitol,1
russell,1
hardy,1
bloomberg,1
darkest,1
dawn,1
bleakness,1
notching,1
evercore,1
hopeful,1
oecd,1
bu,1
duration,1
edging,1
spurred,1
soaring,1
divergent,1
brs,1
sky,1
minimising,1
purchases,1
relook,1
braced,1
polled,1
randy,1
equity,1
eco-ships,1
massively,1
outperform,1
commentary,1
curtain,1
raiser,1
tiger,1
month’s,1
charge,1
lending,1
dirtier,1
serves,1
concise,1
snapshot,1
subscriptions,1
indications,1
languish,1
fueltrust,1
io,1
startup,1
heritage,1
ibm’s,1
watson,1
founders,1
darren,1
shelton,1
jonathan,1
arneault,1
ai-powered,1
chemist,1
thinks,1
batch,1
alisdair,1
pettigrew,1
communications,1
mood,1
witnessed,1
saturday,1
chamber,1
signalled,1
turning,1
attended,1
predominantly,1
middle-aged,1
male,1
blue-suited,1
seminal,1
encouragement,1
decisiveness,1
accustomed,1
feeling,1
uneasily,1
unrepresentative,1
elongated,1
wording,1
documentation,1
quizzical,1
expressions,1
purveyed,1
shaped,1
usurped,1
proclaimed,1
recipient,1
fooled,1
car,1
ocean-going,1
approximate,1
market’s,1
cozev,1
statement,1
welcome,1
edgar,1
blanco,1
jeff,1
bezos,1
evidentially,1
unavailable,1
l’espirit,1
changement,1
veered,1
inconclusive,1
agreeing,1
objective,1
nation,1
excused,1
asking,1
actions,1
mentality,1
delegates,1
packed,1
mandate,1
stifle,1
progression,1
emerged,1
agents,1
signal,1
hang,1
tying,1
multi-year,1
pyro-gasification,1
methanation,1
e-methane,1
assises,1
l’,1
la,1
mer,1
emmanuel,1
macron,1
douses,1
humanity,1
causes,1
combust,1
angles,1
settings,1
grt,1
affects,1
sub-sector,1
resilient,1
industrial-carriage,1
affordability,1
suitable,1
sinks,1
immune,1
brand-named,1
pledged,1
zara,1
affordable,1
anymore,1
eye-opener,1
cohort,1
testament,1
msr-fuel,1
metallic,1
cask,1
briefcase,1
gram,1
emits,1
amounting,1
stays,1
continuously,1
uncontrolled,1
carcinogenic,1
harmful,1
reputation,1
argue,1
end-of-life,1
reused,1
re-purposed,1
manned,1
specially,1
trained,1
personnel,1
flagged,1
flags,1
convenience,1
pass,1
solas,1
chapter,1
code,1
laying,1
resurgent,1
insurances,1
gear,1
supportive,1
energies,1
multitude,1
famous,1
martin,1
stopford,1
non-executive,1
bet,1
emma,1
hp,1
knot,1
guzzler,1
produces,1
manufactured,1
helping,1
inefficient,1
pushes,1
bang,1
buck,1
congratulated,1
sounds,1
revolutionary,1
manufacture,1
worldwide,1
rod,1
stewart,1
deepest,1
announcement,1
booked,1
condition,1
performed,1
spends,1
chiba,1
miserable,1
what’s,1
noth,1
marseille-headquartered,1
backyard,1
multi-process,1
treatment,1
commissioned,1
teamed,1
elengy,1
fos-sur-mer,1
feasibility,1
france’s,1
converting,1
biodegradable,1
provence,1
circular,1
area’s,1
pollutants,1
living,1
printing,1
eiger-like,1
ascent,1
thursday,1
steepest,1
climb,1
inception,1
composite,1
los,1
angeles,1
kare,1
press-kristensen,1
adviser,1
cost-efficient,1
transferable,1
quotas,1
idea,1
-equivalents,1
incentivize,1
motivate,1
prospectively,1
parallel,1
revenues,1
reimbursing,1
subsidies,1
aviation,1
trucks,1
levy-reimbursement,1
gwp-,1
reimbursed,1
aligned,1
paris-agreement,1
cf,1
gained,1
negligible,1
inreality,1
developmentin,1
thedecarbonisation,1
apossibility,1
upon,1
back-of-the-envelope,1
illustrate,1
kit,1
ocean’s,1
sporting,1
tilted,1
hydraulic,1
cylinders,1
automated,1
detects,1
whenever,1
automatically,1
consequent,1
rotors,1
rodrigo,1
bermelho,1
proves,1
vloc,1
adaptable,1
varied,1
undeniable,1
twelve,1
vlsfo-powered,1
group’s,1
spate,1
orderbooks,1
reclaim,1
overhaul,1
state-run,1
thirteen,1
valued,1
sextet,1
speculation,1
roll,1
doubt,1
flawed,1
honest,1
attempt,1
releasing,1
funds,1
bold,1
assertion,1
non-financial,1
equal,1
ticket,1
rabbit,1
envelope,1
stripped,1
currency,1
caveats,1
simple,1
static,1
translates,1
sake,1
inflation,1
imposed,1
umas,1
commission,1
rollout,1
limitation,1
routing,1
fairly,1
saves,1
incorporation,1
fleet-wide,1
tag,1
unlock,1
boot,1
shaving,1
conclusion,1
gift,1
liquified,1
acronym,1
blngg,1
dating,1
evolution,1
evaporating,1
boilers,1
ratio,1
preferable,1
announcements,1
auxiliaries,1
criteria,1
instigated,1
institutions,1
objectives,1
scoring,1
hatley,1
linked,1
preserves,1
dropped-in,1
extension,1
remove,1
cross-border,1
cumulative,1
tougher,1
variants,1
investigating,1
possibilities,1
futureproof,1
founding,1
france,1
airbus,1
carrefour,1
officially,1
fast-tracked,1
solving,1
moonshot,1
achievable,1
science-based,1
networks,1
e-methanol,1
bio-methanol,1
relies,1
strengthened,1
aspiration,1
kick,1
henriette,1
hallberg,1
thygesen,1
brands,1
methanol-fueled,1
finalised,1
engage,1
reiterated,1
alcohol-lignin,1
candidates,1
spectrum,1
airports,1
dsv,1
panalpina,1
dfds,1
airline,1
partnered,1
modes,1
breakthrough,1
coo,1
leadership,1
plank,1
neutrality,1
episode,1
outrage,1
optimism,1
podcast,1
regional,1
eschewed,1
avoided,1
pledge,1
nike,1
microsoft,1
starbucks,1
danone,1
mercedez-benz,1
transform,1
advocacy,1
priorities,1
roadmap,1
inclusive,1
societies,1
andrew,1
movers,1
labelled,1
acm’s,1
digit,1
tighter,1
tightened,1
central,1
portion,1
residential,1
kerosene,1
fed,1
vlso,1
mabux,1
moderately,1
retrofitted,1
pre-imo,1
simpler,1
fast-growing,1
replacing,1
meantime,1
contributing,1
badly,1
exacerbating,1
unicorn,1
removed,1
counter,1
intuitive,1
dictates,1
warranted,1
tomorrow,1
gauge,1
foreseeable,1
data-based,1
unintended,1
lng’s,1
risky,1
residues,1
deforestation,1
factually,1
confirms,1
cake,1
eat,1
cma-cgm,1
introducing,1
met,1
essentially,1
nox,1
particulate,1
waterways,1
non-toxic,1
seafaring,1
communities,1
obstacles,1
fix,1
fundamental,1
upstream,1
advancing,1
toxicity,1
super-cryogenic,1
urgency,1
tempting,1
clock,1
egcs’s,1
neither,1
ghg’s,1
futureproofing,1
protects,1
regardless,1
exacerbates,1
thousand,1
starts,1
backed,1
aaa-rated,1
activated,1
exceeds,1
hedging,1
spikes,1
bhatt,1
identifying,1
long-tail,1
promote,1
resiliency,1
sunday,1
copenhagen’s,1
emblematic,1
endured,1
triple-digit,1
talking,1
opening,1
declared,1
sat,1
nudge,1
east’s,1
tendency,1
correlating,1
normalisation,1
vaccines,1
lifted,1
post-covid-,1
normalised,1
timely,1
contacted,1
crept,1
subdued,1
outright,1
waddington,1
recovered,1
cal,1
normality,1
recovering,1
dwindling,1
pricings,1
pencilled,1
gibson,1
exempt,1
bio-derived,1
multiples,1
oversupplied,1
mandates,1
comparison,1
hands-down,1
vlcc’s,1
typical,1
justify,1
uncompetitive,1
absence,1
outcompeted,1
recovers,1
agendas,1
likes,1
biodiesels,1
deviate,1
commerce,1
served,1
separate,1
advocated,1
restrict,1
feasible,1
consideration,1
shoreline,1
ethane,1
underserved,1
planners,1
hungry,1
door-opener,1
personal,1
bias,1
bunkermetric’s,1
develops,1
watching,1
geared,1
carbon-based,1
transitionally,1
minor,1
bio-fuels,1
power-to-liquid,1
properties,1
interfaces,1
auxiliary,1
deviation,1
utilise,1
parties,1
prevailing,1
granted,1
hmd,1
accumulated,1
yh,1
chung,1
ones,1
dmcc,1
uae-based,1
friendly,1
collaborating,1
managing,1
un’s,1
culprit,1
creates,1
gary,1
hubbard,1
stack,1
profession,1
fiercely,1
capitalistic,1
uneconomical,1
propelled,1
motorship,1
red-hot,1
initiatives,1
harder,1
tell,1
backwards,1
accounts,1
smelting,1
ideology,1
intentions,1
impose,1
levees,1
externalities,1
before-and-after,1
inevitably,1
select,1
contains,1
quadruple,1
smallest,1
brutal,1
urban,1
professionally,1
ambient,1
leak,1
pipe,1
expulsion,1
salts,1
absorb,1
decay,1
compact,1
smart,1
mass-manufacturing,1
turbine,1
obstacle,1
swell,1
distrust,1
high-profile,1
pressurised,1
pwrs,1
turns,1
new-nuclear,1
techno-optimism,1
young,1
proximity,1
cities,1
leapfrog,1
painful,1
deep,1
reborn,1
slash,1
magic,1
tortuous,1
unanimous,1
seascape,1
oceans,1
mammoth,1
reaches,1
timeframe,1
pushing,1
totally,1
ugly,1
evil,1
containment,1
radiation,1
excitement,1
departure,1
promise,1
ample,1
suezmax,1
panamax,1
triple-es,1
respect,1
machine,1
chernobyl,1
fukushima,1
handling,1
proliferation,1
mass-production,1
electro-fuels,1
smokestacks,1
engineers,1
downsized,1
turbines,1
machinery,1
reverse,1
cold,1
ironing,1
bartering,1
charges,1
headache,1
alike,1
enabling,1
bafs,1
through-life,1
monitoring,1
remote,1
ticks,1
boxes,1
hafnia,1
haldor,1
topsoe,1
vestas,1
siemens,1
gamesa,1
fuel’s,1
oil-based,1
pictured,1
hemingway,1
comparable,1
hemmingway,1
sic,1
seemed,1
unfeasible,1
cars,1
readying,1
teaming,1
classnk,1
malaysia’s,1
flagship,1
samsung,1
world-first,1
eidesvik’s,1
viking,1
high-power,1
fuel-cell,1
namely,1
alcohol,1
castrol’s,1
reveals,1
transformative,1
adapts,1
contributors,1
immense,1
constraint,1
surveyed,1
high-level,1
individuals,1
tremendous,1
unfolding,1
integration,1
pieces,1
profitably,1
achieving,1
list,1
imminent,1
rewinding,1
smooth,1
pockets,1
brazil,1
interviewees,1
lesson,1
fair,1
oems,1
remained,1
capabilities,1
quo,1
lowest,1
ranked,1
credible,1
questioning,1
section,1
maturity,1
two-thirds,1
organisational,1
smoothly,1
seamlessly,1
respondent,1
summarised,1
overriding,1
mid-point,1
australia’s,1
vacamonte,1
kwinana,1
anthony,1
tolani,1
zealand,1
arrival,1
supplyvlsfo,1
joining,1
larcom,1
anatoma,1
svitzer,1
lessons,1
learned,1
helped,1
staunch,1
seaintelligence,1
quantitative,1
appearing,1
site’s,1
disproportionally,1
praised,1
resolve,1
darkening,1
saade,1
toughest,1
reverses,1
reinstating,1
patrik,1
aggressively,1
withdrawing,1
creative,1
disciplined,1
safeguard,1
dire,1
individual,1
claim,1
looked,1
indexes,1
weakening,1
serve,1
bellwether,1
stress-test,1
eurozone,1
composites,1
pmis,1
sluggish,1
caixin,1
nbs,1
denominator,1
sub,1
plummeted,1
faltering,1
census,1
slammed,1
brick,1
wall,1
lockdown,1
accessories,1
furniture,1
motor,1
vehicle,1
slashed,1
constitute,1
containerised,1
calamity,1
sharpest,1
platou,1
sobering,1
inactive,1
breach,1
pandemic-linked,1
loss-making,1
reversing,1
failure,1
prevent,1
simultaneous,1
staggering,1
tuned,1
instalment,1
he’s,1
hosting,1
triggering,1
seeming,1
inconsequential,1
boon,1
ripple,1
desist,1
ease,1
persists,1
societal,1
flowing,1
bleak,1
surprise,1
bankruptcies,1
korean,1
bail,1
hanjin,1
didn’t,1
gleeful,1
disappeared,1
scenario,1
ambivalent,1
surely,1
regret,1
became,1
charging,1
covd-,1
triggered,1
vacuum,1
mpa’s,1
assure,1
intact,1
genuine,1
pull,1
approve,1
licenses,1
mercuria,1
minerva,1
ironically,1
streams,1
ex-refinery,1
straight,1
frequently,1
problematic,1
forgiven,1
forgetting,1
rare,1
intelligent,1
pivot,1
pre,1
recognise,1
jan,1
christensen,1
hapag-lloyd,1
charlotte,1
rojgaard,1
cry,1
worsening,1
shelve,1
rebecca,1
galanopoulos,1
jones,1
lunar,1
celebrations,1
